edad,sexo,altura_cm,peso_kg,nivel_actividad,objetivo,calorias_diarias,proteina_g,carbohidratos_g,grasas_g
42,mujer,166.1,70.8,intenso,bajar,1872.1,140.4,187.2,62.4
25,hombre,185.6,67.9,moderado,mantener,2664.5,199.8,266.4,88.8
60,mujer,171.2,101.1,ligero,mantener,2227.5,167.1,222.8,74.2
33,hombre,165.6,54.9,intenso,subir,2856.4,214.2,285.6,95.2
35,hombre,160.1,59.3,sedentario,subir,2108.3,158.1,210.8,70.3
58,hombre,153.4,101.2,muy_intenso,bajar,2702.9,202.7,270.3,90.1
52,mujer,178.9,79.9,muy_intenso,subir,3242.6,243.2,324.3,108.1
25,mujer,152.7,80.6,ligero,bajar,1527.3,114.5,152.7,50.9
51,mujer,165.4,61.4,sedentario,mantener,1478.1,110.9,147.8,49.3
52,hombre,188.0,49.2,sedentario,bajar,1200,90.0,120.0,40.0
21,mujer,173.9,47.6,moderado,bajar,1510.2,113.3,151.0,50.3
63,hombre,188.9,107.2,muy_intenso,subir,4091.0,306.8,409.1,136.4
61,hombre,156.3,80.0,moderado,subir,2689.2,201.7,268.9,89.6
31,mujer,160.6,51.8,moderado,subir,2268.9,170.2,226.9,75.6
30,mujer,183.5,92.5,moderado,subir,3129.4,234.7,312.9,104.3
22,mujer,187.7,99.4,muy_intenso,subir,4002.6,300.2,400.3,133.4
56,hombre,192.7,55.9,muy_intenso,mantener,2827.9,212.1,282.8,94.3
56,hombre,188.1,91.8,sedentario,bajar,1682.3,126.2,168.2,56.1
60,hombre,163.1,102.4,muy_intenso,mantener,3321.9,249.1,332.2,110.7
55,mujer,172.8,75.9,ligero,bajar,1429.1,107.2,142.9,47.6
49,hombre,187.1,65.3,muy_intenso,subir,3406.5,255.5,340.7,113.6
26,hombre,176.8,73.7,ligero,bajar,1860.9,139.6,186.1,62.0
42,mujer,155.6,80.9,intenso,mantener,2433.1,182.5,243.3,81.1
27,hombre,179.1,45.3,sedentario,subir,2130.8,159.8,213.1,71.0
56,mujer,176.9,88.7,ligero,subir,2533.5,190.0,253.3,84.4
18,hombre,158.0,100.9,muy_intenso,bajar,3131.8,234.9,313.2,104.4
58,mujer,177.9,72.9,intenso,subir,2797.5,209.8,279.8,93.3
27,mujer,185.1,85.5,muy_intenso,bajar,2760.2,207.0,276.0,92.0
24,hombre,168.8,86.8,intenso,subir,3518.8,263.9,351.9,117.3
34,hombre,183.3,107.7,moderado,bajar,2689.3,201.7,268.9,89.6
49,mujer,190.4,60.0,intenso,bajar,1887.4,141.6,188.7,62.9
43,hombre,179.4,59.7,moderado,bajar,1837.8,137.8,183.8,61.3
38,hombre,175.3,89.3,intenso,mantener,3111.3,233.3,311.1,103.7
26,mujer,176.7,96.3,muy_intenso,mantener,3375.1,253.1,337.5,112.5
41,mujer,176.1,98.3,muy_intenso,bajar,2763.5,207.3,276.3,92.1
38,hombre,154.1,78.9,sedentario,mantener,1880.5,141.0,188.1,62.7
27,mujer,191.3,62.0,muy_intenso,bajar,2387.3,179.0,238.7,79.6
18,mujer,162.1,109.5,sedentario,bajar,1728.5,129.6,172.9,57.6
37,mujer,170.2,75.9,ligero,mantener,2030.5,152.3,203.1,67.7
43,hombre,190.6,65.9,muy_intenso,subir,3516.5,263.7,351.6,117.2
47,hombre,156.1,54.0,muy_intenso,bajar,1942.7,145.7,194.3,64.8
35,mujer,189.2,50.1,intenso,bajar,1824.4,136.8,182.4,60.8
28,hombre,165.6,70.1,muy_intenso,mantener,3041.9,228.1,304.2,101.4
44,hombre,167.3,73.4,intenso,mantener,2699.0,202.4,269.9,90.0
32,mujer,150.8,80.2,sedentario,bajar,1208.2,90.6,120.8,40.3
63,hombre,190.3,98.1,moderado,mantener,2883.6,216.3,288.4,96.1
44,mujer,177.2,65.2,moderado,bajar,1636.7,122.8,163.7,54.6
53,mujer,159.1,99.0,sedentario,subir,2270.1,170.3,227.0,75.7
44,mujer,191.3,86.6,sedentario,subir,2416.8,181.3,241.7,80.6
64,hombre,174.7,83.3,moderado,mantener,2495.3,187.1,249.5,83.2
43,hombre,158.6,67.0,muy_intenso,bajar,2257.4,169.3,225.7,75.2
30,mujer,194.6,67.8,intenso,bajar,2231.1,167.3,223.1,74.4
55,mujer,177.7,94.1,moderado,bajar,2004.2,150.3,200.4,66.8
61,mujer,175.6,88.1,moderado,mantener,2344.4,175.8,234.4,78.1
42,mujer,177.5,101.4,moderado,subir,3116.2,233.7,311.6,103.9
27,mujer,167.1,78.8,moderado,bajar,1881.4,141.1,188.1,62.7
20,hombre,189.1,71.5,moderado,subir,3192.9,239.5,319.3,106.4
42,hombre,154.4,80.8,muy_intenso,subir,3379.2,253.4,337.9,112.6
65,hombre,161.3,105.7,muy_intenso,mantener,3315.7,248.7,331.6,110.5
56,mujer,188.3,106.5,sedentario,subir,2561.0,192.1,256.1,85.4
21,mujer,161.4,68.3,moderado,subir,2609.9,195.7,261.0,87.0
33,hombre,194.7,91.8,ligero,bajar,2215.5,166.2,221.5,73.8
33,mujer,154.1,104.1,sedentario,mantener,2013.8,151.0,201.4,67.1
19,mujer,161.4,74.0,moderado,subir,2713.8,203.5,271.4,90.5
37,mujer,189.3,85.9,moderado,subir,3029.0,227.2,302.9,101.0
25,mujer,165.6,106.3,moderado,bajar,2308.6,173.1,230.9,77.0
19,hombre,177.1,53.9,moderado,mantener,2411.6,180.9,241.2,80.4
51,hombre,161.2,68.7,muy_intenso,bajar,2244.5,168.3,224.5,74.8
19,hombre,182.3,88.4,intenso,subir,3735.1,280.1,373.5,124.5
61,hombre,195.0,79.7,intenso,bajar,2459.7,184.5,246.0,82.0
62,hombre,183.8,49.5,moderado,mantener,2075.1,155.6,207.5,69.2
61,hombre,181.8,54.3,moderado,bajar,1637.8,122.8,163.8,54.6
64,mujer,167.0,65.0,sedentario,subir,1855.3,139.1,185.5,61.8
19,mujer,161.5,54.5,ligero,subir,2185.3,163.9,218.5,72.8
40,mujer,194.1,59.0,ligero,subir,2382.9,178.7,238.3,79.4
45,hombre,180.0,58.2,moderado,bajar,1804.8,135.4,180.5,60.2
18,hombre,183.1,101.7,moderado,bajar,2718.4,203.9,271.8,90.6
64,mujer,164.4,70.7,intenso,bajar,1662.3,124.7,166.2,55.4
43,mujer,154.5,94.4,muy_intenso,mantener,2913.9,218.5,291.4,97.1
21,hombre,158.9,60.5,intenso,bajar,2084.3,156.3,208.4,69.5
28,hombre,177.8,89.0,moderado,mantener,2892.7,217.0,289.3,96.4
52,hombre,155.5,105.0,ligero,mantener,2429.5,182.2,242.9,81.0
61,mujer,155.5,64.8,intenso,subir,2390.4,179.3,239.0,79.7
24,mujer,173.3,103.0,ligero,subir,2919.2,218.9,291.9,97.3
57,hombre,178.9,92.0,moderado,mantener,2725.1,204.4,272.5,90.8
53,mujer,183.7,51.9,sedentario,mantener,1489.3,111.7,148.9,49.6
23,hombre,192.0,101.0,intenso,bajar,3122.5,234.2,312.2,104.1
60,mujer,174.2,109.1,ligero,subir,2763.3,207.2,276.3,92.1
64,mujer,165.5,76.6,intenso,mantener,2275.9,170.7,227.6,75.9
50,hombre,175.7,74.6,intenso,bajar,2258.5,169.4,225.8,75.3
60,hombre,164.1,102.2,intenso,subir,3423.3,256.7,342.3,114.1
65,hombre,160.2,54.6,moderado,subir,2302.2,172.7,230.2,76.7
19,hombre,170.1,86.4,sedentario,bajar,1704.5,127.8,170.5,56.8
38,hombre,155.7,76.1,moderado,subir,2801.1,210.1,280.1,93.4
47,mujer,184.0,54.2,sedentario,bajar,1200,90.0,120.0,40.0
36,mujer,174.1,76.1,ligero,mantener,2073.7,155.5,207.4,69.1
64,hombre,180.0,75.7,moderado,mantener,2428.8,182.2,242.9,81.0
49,mujer,181.1,93.9,intenso,mantener,2871.9,215.4,287.2,95.7
64,mujer,185.8,93.5,muy_intenso,mantener,3069.0,230.2,306.9,102.3
34,hombre,184.0,108.7,ligero,mantener,2849.0,213.7,284.9,95.0
25,hombre,161.6,94.4,muy_intenso,subir,3884.6,291.3,388.5,129.5
40,mujer,151.8,56.0,intenso,subir,2379.9,178.5,238.0,79.3
51,mujer,193.9,79.3,sedentario,subir,2306.6,173.0,230.7,76.9
52,mujer,182.1,53.8,sedentario,bajar,1200,90.0,120.0,40.0
61,mujer,160.2,57.5,intenso,subir,2315.2,173.6,231.5,77.2
34,mujer,186.3,109.4,intenso,subir,3724.7,279.4,372.5,124.2
57,hombre,150.4,106.7,sedentario,subir,2472.4,185.4,247.2,82.4
48,mujer,174.3,105.0,muy_intenso,subir,3702.9,277.7,370.3,123.4
28,hombre,172.5,49.7,ligero,mantener,1980.2,148.5,198.0,66.0
46,mujer,184.2,82.4,intenso,subir,3132.8,235.0,313.3,104.4
42,mujer,170.9,62.0,moderado,mantener,2041.5,153.1,204.2,68.1
23,hombre,185.0,69.4,intenso,subir,3401.9,255.1,340.2,113.4
33,hombre,157.5,84.9,sedentario,bajar,1508.0,113.1,150.8,50.3
53,hombre,150.2,97.1,sedentario,mantener,1979.7,148.5,198.0,66.0
64,hombre,188.2,46.4,ligero,bajar,1322.2,99.2,132.2,44.1
65,hombre,185.5,92.2,muy_intenso,mantener,3346.6,251.0,334.7,111.6
61,mujer,153.3,85.1,intenso,bajar,1816.9,136.3,181.7,60.6
26,mujer,165.0,58.3,sedentario,subir,1987.9,149.1,198.8,66.3
40,mujer,182.8,88.5,ligero,subir,2691.4,201.9,269.1,89.7
65,hombre,194.5,50.8,moderado,subir,2575.6,193.2,257.6,85.9
23,hombre,186.0,106.6,moderado,mantener,3283.7,246.3,328.4,109.5
50,hombre,173.3,57.0,moderado,subir,2582.6,193.7,258.3,86.1
40,mujer,163.5,86.7,sedentario,bajar,1333.5,100.0,133.3,44.4
25,mujer,150.0,67.1,muy_intenso,subir,2912.8,218.5,291.3,97.1
43,mujer,150.2,68.1,muy_intenso,bajar,1863.1,139.7,186.3,62.1
28,mujer,156.4,48.4,ligero,bajar,1200,90.0,120.0,40.0
40,mujer,185.0,51.6,moderado,mantener,2032.4,152.4,203.2,67.7
52,mujer,155.1,86.3,intenso,subir,2834.6,212.6,283.5,94.5
56,hombre,172.1,69.7,sedentario,bajar,1297.1,97.3,129.7,43.2
52,hombre,178.8,104.7,ligero,mantener,2625.6,196.9,262.6,87.5
55,mujer,161.3,83.5,moderado,mantener,2181.0,163.6,218.1,72.7
53,hombre,184.7,55.4,sedentario,subir,2138.1,160.4,213.8,71.3
41,hombre,179.9,95.5,intenso,subir,3641.9,273.1,364.2,121.4
23,mujer,180.2,77.6,intenso,mantener,2805.3,210.4,280.5,93.5
33,mujer,190.8,48.6,moderado,bajar,1596.4,119.7,159.6,53.2
19,mujer,186.0,99.0,ligero,mantener,2607.7,195.6,260.8,86.9
64,mujer,165.0,96.5,ligero,mantener,2083.5,156.3,208.3,69.4
35,mujer,182.5,96.3,sedentario,bajar,1621.2,121.6,162.1,54.0
35,mujer,164.5,76.7,sedentario,bajar,1251.0,93.8,125.1,41.7
42,hombre,177.8,66.2,moderado,mantener,2430.8,182.3,243.1,81.0
41,mujer,194.1,61.2,moderado,mantener,2261.6,169.6,226.2,75.4
47,mujer,167.4,58.0,moderado,mantener,1906.9,143.0,190.7,63.6
65,hombre,156.7,55.4,intenso,bajar,1593.1,119.5,159.3,53.1
38,mujer,174.3,81.2,intenso,subir,3074.4,230.6,307.4,102.5
57,mujer,150.2,60.5,intenso,mantener,1893.6,142.0,189.4,63.1
43,mujer,192.3,98.6,muy_intenso,bajar,2942.6,220.7,294.3,98.1
33,hombre,183.0,99.5,ligero,mantener,2720.8,204.1,272.1,90.7
24,mujer,187.6,95.8,moderado,subir,3266.7,245.0,326.7,108.9
46,mujer,157.3,70.5,muy_intenso,mantener,2464.5,184.8,246.5,82.2
36,hombre,158.0,66.1,moderado,mantener,2283.9,171.3,228.4,76.1
58,mujer,173.3,74.6,muy_intenso,bajar,2118.4,158.9,211.8,70.6
42,hombre,178.7,45.5,sedentario,bajar,1200,90.0,120.0,40.0
27,mujer,166.0,78.6,intenso,subir,3034.9,227.6,303.5,101.2
61,mujer,186.8,85.5,muy_intenso,mantener,2957.3,221.8,295.7,98.6
22,hombre,172.8,71.5,intenso,mantener,2915.2,218.6,291.5,97.2
39,mujer,193.8,99.4,sedentario,mantener,2219.1,166.4,221.9,74.0
18,mujer,176.5,53.1,ligero,subir,2301.8,172.6,230.2,76.7
49,mujer,179.1,103.1,muy_intenso,bajar,2814.3,211.1,281.4,93.8
18,mujer,181.1,73.6,moderado,bajar,2006.2,150.5,200.6,66.9
26,mujer,152.5,106.6,moderado,bajar,2178.6,163.4,217.9,72.6
18,hombre,178.3,58.9,muy_intenso,subir,3474.9,260.6,347.5,115.8
37,mujer,181.9,95.2,ligero,bajar,1896.5,142.2,189.6,63.2
30,hombre,193.5,53.2,moderado,subir,2874.4,215.6,287.4,95.8
30,hombre,159.6,89.2,intenso,mantener,3009.3,225.7,300.9,100.3
40,hombre,152.8,56.2,sedentario,mantener,1586.4,119.0,158.6,52.9
46,hombre,170.4,62.3,muy_intenso,mantener,2779.7,208.5,278.0,92.7
24,hombre,177.8,78.7,muy_intenso,bajar,2888.2,216.6,288.8,96.3
64,hombre,161.8,63.5,sedentario,subir,1997.5,149.8,199.8,66.6
52,mujer,177.5,102.5,moderado,subir,3055.7,229.2,305.6,101.9
29,hombre,162.0,62.7,moderado,bajar,1824.2,136.8,182.4,60.8
29,mujer,157.0,48.0,moderado,bajar,1290.6,96.8,129.1,43.0
20,hombre,159.4,98.1,intenso,subir,3646.9,273.5,364.7,121.6
39,hombre,161.0,78.7,muy_intenso,subir,3446.2,258.5,344.6,114.9
56,mujer,167.3,74.8,moderado,subir,2496.6,187.2,249.7,83.2
55,mujer,182.3,73.5,moderado,subir,2629.5,197.2,262.9,87.6
59,hombre,177.2,76.8,muy_intenso,bajar,2512.4,188.4,251.2,83.7
47,hombre,158.9,63.5,intenso,subir,2811.8,210.9,281.2,93.7
45,hombre,189.3,47.2,ligero,bajar,1473.3,110.5,147.3,49.1
64,mujer,153.0,76.1,moderado,mantener,1916.2,143.7,191.6,63.9
46,hombre,165.2,69.3,muy_intenso,mantener,2850.9,213.8,285.1,95.0
55,hombre,172.5,50.6,muy_intenso,mantener,2496.8,187.3,249.7,83.2
61,hombre,153.6,76.9,intenso,bajar,1965.0,147.4,196.5,65.5
56,hombre,184.8,87.1,intenso,mantener,3020.5,226.5,302.0,100.7
31,hombre,177.1,76.3,ligero,bajar,1864.8,139.9,186.5,62.2
38,mujer,165.0,85.5,muy_intenso,subir,3317.0,248.8,331.7,110.6
48,hombre,167.9,46.6,intenso,mantener,2208.6,165.6,220.9,73.6
23,mujer,184.0,108.1,intenso,subir,3772.4,282.9,377.2,125.7
35,hombre,173.2,71.4,sedentario,subir,2351.8,176.4,235.2,78.4
51,hombre,187.6,57.4,intenso,mantener,2581.5,193.6,258.1,86.0
25,mujer,158.3,67.4,intenso,mantener,2376.0,178.2,237.6,79.2
54,hombre,155.1,63.5,moderado,subir,2476.0,185.7,247.6,82.5
26,hombre,181.8,60.0,intenso,bajar,2279.4,171.0,227.9,76.0
61,hombre,167.8,87.5,ligero,bajar,1732.7,129.9,173.3,57.8
38,hombre,154.5,73.3,muy_intenso,bajar,2375.9,178.2,237.6,79.2
28,hombre,171.6,94.8,ligero,mantener,2592.6,194.4,259.3,86.4
22,hombre,150.3,107.6,moderado,subir,3361.1,252.1,336.1,112.0
56,mujer,162.1,74.3,ligero,subir,2208.3,165.6,220.8,73.6
46,mujer,169.7,65.6,ligero,subir,2222.7,166.7,222.3,74.1
50,mujer,169.0,59.9,sedentario,mantener,1493.1,112.0,149.3,49.8
34,mujer,176.9,65.6,ligero,bajar,1467.1,110.0,146.7,48.9
52,mujer,153.8,107.9,ligero,mantener,2226.5,167.0,222.6,74.2
25,mujer,168.4,80.7,moderado,bajar,1938.9,145.4,193.9,64.6
33,hombre,169.3,54.5,intenso,subir,2889.4,216.7,288.9,96.3
40,hombre,172.1,63.5,muy_intenso,mantener,2879.7,216.0,288.0,96.0
53,hombre,192.5,81.6,intenso,subir,3434.5,257.6,343.4,114.5
24,hombre,152.9,106.4,sedentario,mantener,2285.5,171.4,228.6,76.2
55,hombre,150.7,57.7,sedentario,mantener,1498.6,112.4,149.9,50.0
45,mujer,151.9,48.1,moderado,mantener,1618.8,121.4,161.9,54.0
43,mujer,157.0,55.1,moderado,bajar,1292.2,96.9,129.2,43.1
46,hombre,181.9,64.1,ligero,bajar,1635.2,122.6,163.5,54.5
60,hombre,185.7,45.2,ligero,mantener,1811.7,135.9,181.2,60.4
35,mujer,183.3,73.3,sedentario,bajar,1351.1,101.3,135.1,45.0
25,hombre,183.1,73.1,sedentario,bajar,1606.4,120.5,160.6,53.5
37,hombre,165.5,77.0,intenso,subir,3202.0,240.2,320.2,106.7
20,mujer,178.9,60.7,ligero,subir,2413.2,181.0,241.3,80.4
45,hombre,170.4,105.5,ligero,subir,3012.5,225.9,301.2,100.4
44,hombre,185.7,53.8,muy_intenso,bajar,2318.9,173.9,231.9,77.3
63,mujer,188.5,95.4,muy_intenso,mantener,3146.6,236.0,314.7,104.9
58,mujer,186.9,80.0,muy_intenso,bajar,2382.5,178.7,238.3,79.4
55,mujer,172.8,57.1,ligero,subir,2070.6,155.3,207.1,69.0
61,mujer,168.2,88.1,sedentario,subir,2159.5,162.0,216.0,72.0
46,hombre,193.0,94.6,sedentario,subir,2712.7,203.5,271.3,90.4
40,mujer,183.2,76.7,intenso,mantener,2675.5,200.7,267.5,89.2
59,hombre,193.4,50.1,moderado,mantener,2200.6,165.0,220.1,73.4
31,hombre,173.6,74.3,sedentario,subir,2413.6,181.0,241.4,80.5
65,hombre,194.1,75.4,moderado,mantener,2553.0,191.5,255.3,85.1
54,mujer,168.3,76.8,moderado,mantener,2152.8,161.5,215.3,71.8
47,hombre,177.5,86.1,moderado,subir,3097.6,232.3,309.8,103.3
31,hombre,185.0,95.3,sedentario,mantener,2351.1,176.3,235.1,78.4
38,mujer,176.6,58.8,muy_intenso,subir,2947.4,221.1,294.7,98.2
22,hombre,187.7,108.9,sedentario,mantener,2588.5,194.1,258.9,86.3
35,hombre,193.7,56.1,muy_intenso,bajar,2543.1,190.7,254.3,84.8
24,mujer,162.0,50.8,sedentario,bajar,1200,90.0,120.0,40.0
33,hombre,161.2,91.5,muy_intenso,subir,3748.8,281.2,374.9,125.0
39,hombre,164.1,109.7,muy_intenso,bajar,3172.0,237.9,317.2,105.7
50,hombre,167.3,48.2,ligero,mantener,1763.6,132.3,176.4,58.8
33,hombre,187.9,82.6,sedentario,mantener,2208.4,165.6,220.8,73.6
57,hombre,177.8,52.8,ligero,mantener,1869.0,140.2,186.9,62.3
22,mujer,183.8,72.7,sedentario,subir,2325.7,174.4,232.6,77.5
37,mujer,150.5,68.6,sedentario,mantener,1536.8,115.3,153.7,51.2
23,mujer,164.5,53.1,ligero,subir,2164.3,162.3,216.4,72.1
57,hombre,184.6,70.1,moderado,mantener,2440.9,183.1,244.1,81.4
21,mujer,171.7,81.8,muy_intenso,bajar,2587.7,194.1,258.8,86.3
21,mujer,190.2,59.7,intenso,subir,3021.6,226.6,302.2,100.7
35,mujer,186.3,57.9,sedentario,mantener,1688.8,126.7,168.9,56.3
22,hombre,162.7,52.5,intenso,mantener,2478.6,185.9,247.9,82.6
63,hombre,181.5,93.0,ligero,subir,2812.3,210.9,281.2,93.7
32,hombre,181.7,87.1,moderado,mantener,2870.0,215.3,287.0,95.7
26,mujer,161.4,90.3,sedentario,subir,2344.9,175.9,234.5,78.2
50,hombre,160.3,63.4,moderado,mantener,2155.9,161.7,215.6,71.9
62,mujer,192.0,63.7,moderado,mantener,2117.3,158.8,211.7,70.6
56,hombre,163.1,66.6,intenso,subir,2832.9,212.5,283.3,94.4
54,hombre,174.5,50.4,intenso,mantener,2293.6,172.0,229.4,76.5
18,mujer,150.7,105.1,muy_intenso,subir,3709.6,278.2,371.0,123.7
32,mujer,165.3,101.1,muy_intenso,bajar,2773.9,208.0,277.4,92.5
63,mujer,153.0,50.3,moderado,mantener,1524.0,114.3,152.4,50.8
44,hombre,161.4,88.0,muy_intenso,subir,3580.1,268.5,358.0,119.3
45,hombre,180.2,79.7,intenso,mantener,2938.1,220.4,293.8,97.9
27,hombre,178.7,69.1,sedentario,subir,2413.4,181.0,241.3,80.4
62,hombre,182.9,75.8,ligero,subir,2594.7,194.6,259.5,86.5
57,hombre,168.3,64.8,muy_intenso,subir,3097.8,232.3,309.8,103.3
43,hombre,157.8,105.1,muy_intenso,subir,3871.8,290.4,387.2,129.1
29,hombre,187.7,86.5,moderado,bajar,2442.1,183.2,244.2,81.4
45,mujer,167.9,50.7,moderado,bajar,1314.1,98.6,131.4,43.8
33,mujer,150.5,53.5,moderado,subir,2181.9,163.6,218.2,72.7
19,hombre,194.5,90.3,intenso,bajar,2999.4,225.0,299.9,100.0
65,mujer,176.6,84.1,muy_intenso,subir,3171.6,237.9,317.2,105.7
60,mujer,172.9,106.8,ligero,bajar,1820.5,136.5,182.0,60.7
25,hombre,185.7,93.1,moderado,mantener,3056.0,229.2,305.6,101.9
52,hombre,193.6,60.7,moderado,subir,2821.1,211.6,282.1,94.0
53,mujer,165.8,68.0,ligero,bajar,1274.1,95.6,127.4,42.5
42,mujer,190.6,79.7,sedentario,bajar,1440.7,108.1,144.1,48.0
46,mujer,190.5,103.9,moderado,subir,3249.9,243.7,325.0,108.3
32,hombre,154.6,104.9,moderado,subir,3283.4,246.3,328.3,109.4
36,hombre,179.9,67.4,ligero,subir,2632.1,197.4,263.2,87.7
48,mujer,164.2,71.9,sedentario,subir,2013.1,151.0,201.3,67.1
59,mujer,150.8,109.2,intenso,mantener,2722.9,204.2,272.3,90.8
53,hombre,179.7,99.6,moderado,subir,3281.6,246.1,328.2,109.4
63,hombre,180.3,98.2,moderado,bajar,2288.3,171.6,228.8,76.3
29,mujer,159.0,97.0,sedentario,bajar,1489.3,111.7,148.9,49.6
41,hombre,190.1,75.8,sedentario,subir,2495.3,187.2,249.5,83.2
39,mujer,166.9,78.1,moderado,subir,2675.6,200.7,267.6,89.2
25,hombre,190.2,72.8,muy_intenso,mantener,3413.8,256.0,341.4,113.8
51,hombre,169.7,56.6,moderado,subir,2533.8,190.0,253.4,84.5
23,mujer,170.4,89.9,sedentario,bajar,1525.6,114.4,152.6,50.9
45,mujer,189.1,98.5,muy_intenso,bajar,2883.7,216.3,288.4,96.1
56,mujer,161.7,49.5,muy_intenso,subir,2422.8,181.7,242.3,80.8
65,hombre,176.6,85.8,intenso,mantener,2832.0,212.4,283.2,94.4
27,mujer,191.1,46.5,ligero,mantener,1874.6,140.6,187.5,62.5
24,hombre,169.1,69.9,moderado,mantener,2543.4,190.8,254.3,84.8
35,hombre,155.4,48.7,muy_intenso,bajar,1947.7,146.1,194.8,64.9
43,hombre,162.1,47.7,ligero,bajar,1260.2,94.5,126.0,42.0
30,mujer,160.8,95.9,muy_intenso,mantener,3140.7,235.6,314.1,104.7
31,hombre,162.9,77.0,ligero,bajar,1752.4,131.4,175.2,58.4
32,hombre,175.3,105.9,ligero,mantener,2749.5,206.2,274.9,91.6
19,hombre,151.2,53.7,ligero,mantener,1914.0,143.5,191.4,63.8
27,mujer,174.8,82.7,moderado,mantener,2516.4,188.7,251.6,83.9
41,mujer,156.4,59.4,sedentario,bajar,1200,90.0,120.0,40.0
27,hombre,179.2,104.5,intenso,subir,3910.4,293.3,391.0,130.3
38,mujer,194.1,70.0,sedentario,subir,2274.6,170.6,227.5,75.8
44,mujer,193.4,80.2,sedentario,mantener,1955.7,146.7,195.6,65.2
41,hombre,155.8,105.9,ligero,subir,2920.0,219.0,292.0,97.3
65,mujer,168.2,100.7,ligero,mantener,2161.8,162.1,216.2,72.1
57,hombre,182.7,67.1,moderado,bajar,1876.0,140.7,187.6,62.5
63,hombre,189.0,59.7,moderado,subir,2675.8,200.7,267.6,89.2
23,hombre,166.4,101.6,moderado,mantener,3016.3,226.2,301.6,100.5
50,hombre,158.1,84.9,sedentario,bajar,1410.5,105.8,141.1,47.0
41,mujer,164.3,66.6,ligero,subir,2224.5,166.8,222.4,74.1
21,mujer,154.0,60.3,moderado,subir,2414.2,181.1,241.4,80.5
29,mujer,188.3,90.1,intenso,mantener,3056.5,229.2,305.6,101.9
25,hombre,178.5,92.4,intenso,bajar,2811.4,210.9,281.1,93.7
31,mujer,162.4,69.3,ligero,mantener,1914.0,143.5,191.4,63.8
48,hombre,175.0,99.6,muy_intenso,mantener,3524.0,264.3,352.4,117.5
30,hombre,168.5,105.9,moderado,bajar,2549.0,191.2,254.9,85.0
19,hombre,166.9,79.7,moderado,subir,3112.7,233.5,311.3,103.8
41,hombre,161.9,77.7,sedentario,subir,2306.6,173.0,230.7,76.9
34,mujer,186.6,59.1,ligero,bajar,1461.1,109.6,146.1,48.7
65,hombre,154.3,88.4,moderado,bajar,1869.0,140.2,186.9,62.3
24,mujer,175.6,51.3,intenso,subir,2693.4,202.0,269.3,89.8
32,mujer,190.2,98.1,sedentario,bajar,1718.5,128.9,171.9,57.3
56,mujer,182.5,95.0,intenso,bajar,2345.6,175.9,234.6,78.2
46,mujer,189.4,88.7,muy_intenso,bajar,2691.5,201.9,269.2,89.7
59,hombre,191.4,54.9,ligero,mantener,2001.0,150.1,200.1,66.7
20,hombre,189.7,64.0,sedentario,subir,2476.8,185.8,247.7,82.6
43,mujer,191.3,75.3,muy_intenso,bajar,2488.0,186.6,248.8,82.9
47,hombre,169.9,81.3,intenso,mantener,2837.4,212.8,283.7,94.6
36,mujer,168.0,79.2,sedentario,subir,2201.2,165.1,220.1,73.4
53,hombre,152.4,53.4,sedentario,mantener,1471.8,110.4,147.2,49.1
46,hombre,185.5,57.2,moderado,bajar,1834.9,137.6,183.5,61.2
42,hombre,188.9,57.5,ligero,subir,2532.1,189.9,253.2,84.4
35,mujer,158.0,53.5,ligero,mantener,1631.4,122.4,163.1,54.4
41,hombre,187.0,96.1,moderado,bajar,2491.1,186.8,249.1,83.0
59,mujer,182.8,99.4,sedentario,mantener,2016.6,151.2,201.7,67.2
54,mujer,166.6,102.9,intenso,mantener,2827.7,212.1,282.8,94.3
21,hombre,182.2,92.1,muy_intenso,bajar,3223.5,241.8,322.4,107.5
21,mujer,160.4,69.3,muy_intenso,mantener,2716.0,203.7,271.6,90.5
61,hombre,190.7,99.3,moderado,subir,3321.6,249.1,332.2,110.7
47,hombre,193.2,103.1,muy_intenso,bajar,3316.1,248.7,331.6,110.5
54,mujer,156.8,70.1,muy_intenso,mantener,2375.0,178.1,237.5,79.2
33,mujer,179.7,49.1,muy_intenso,bajar,1947.4,146.1,194.7,64.9
35,mujer,179.3,101.5,ligero,bajar,1974.5,148.1,197.4,65.8
53,hombre,194.9,87.0,muy_intenso,mantener,3473.4,260.5,347.3,115.8
48,hombre,158.6,55.0,intenso,subir,2653.3,199.0,265.3,88.4
53,mujer,159.3,84.9,muy_intenso,subir,3095.4,232.2,309.5,103.2
57,hombre,157.3,96.2,sedentario,subir,2398.1,179.9,239.8,79.9
55,hombre,183.6,91.7,intenso,subir,3495.5,262.2,349.6,116.5
38,hombre,191.2,52.4,moderado,bajar,1877.7,140.8,187.8,62.6
32,hombre,187.6,84.6,muy_intenso,bajar,3040.6,228.0,304.1,101.4
21,mujer,160.2,106.5,ligero,subir,2875.3,215.7,287.5,95.8
36,hombre,167.3,109.5,sedentario,mantener,2358.8,176.9,235.9,78.6
38,hombre,182.1,83.2,moderado,bajar,2266.9,170.0,226.7,75.6
45,hombre,183.2,64.6,muy_intenso,mantener,2984.9,223.9,298.5,99.5
21,mujer,180.9,45.2,ligero,subir,2210.4,165.8,221.0,73.7
