calorias_diarias,proteina_g,carbohidratos_g,grasas_g
2761.4,207.1,276.1,92.0
1682.3,126.2,168.2,56.1
2376.5,178.2,237.7,79.2
2507.3,188.0,250.7,83.6
2927.5,219.6,292.7,97.6
3625.7,271.9,362.6,120.9
2405.8,180.4,240.6,80.2
3328.8,249.7,332.9,111.0
2261.3,169.6,226.1,75.4
2571.8,192.9,257.2,85.7
3175.4,238.2,317.5,105.8
2233.8,167.5,223.4,74.5
3143.6,235.8,314.4,104.8
1974.0,148.0,197.4,65.8
2449.9,183.7,245.0,81.7
2130.8,159.8,213.1,71.0
2788.2,209.1,278.8,92.9
2166.2,162.5,216.6,72.2
2729.1,204.7,272.9,91.0
2097.4,157.3,209.7,69.9
2948.0,221.1,294.8,98.3
3248.1,243.6,324.8,108.3
3053.6,229.0,305.4,101.8
2090.5,156.8,209.1,69.7
2235.5,167.7,223.5,74.5
1200.0,90.0,120.0,40.0
2641.6,198.1,264.2,88.1
1789.7,134.2,179.0,59.7
2425.6,181.9,242.6,80.9
1800.4,135.0,180.0,60.0
2050.8,153.8,205.1,68.4
2763.3,207.2,276.3,92.1
3705.8,277.9,370.6,123.5
1473.3,110.5,147.3,49.1
2918.8,218.9,291.9,97.3
1935.0,145.1,193.5,64.5
1200.0,90.0,120.0,40.0
2200.3,165.0,220.0,73.3
1968.9,147.7,196.9,65.6
2488.6,186.6,248.9,83.0
2641.0,198.1,264.1,88.0
2543.3,190.7,254.3,84.8
1275.8,95.7,127.6,42.5
3273.0,245.5,327.3,109.1
2884.3,216.3,288.4,96.1
1609.1,120.7,160.9,53.6
1886.9,141.5,188.7,62.9
2555.7,191.7,255.6,85.2
1996.5,149.7,199.6,66.5
1700.8,127.6,170.1,56.7
1745.7,130.9,174.6,58.2
2160.3,162.0,216.0,72.0
2791.3,209.3,279.1,93.0
3602.0,270.2,360.2,120.1
3154.1,236.6,315.4,105.1
2453.6,184.0,245.4,81.8
3294.2,247.1,329.4,109.8
3132.1,234.9,313.2,104.4
2924.8,219.4,292.5,97.5
1530.7,114.8,153.1,51.0
2570.7,192.8,257.1,85.7
2170.7,162.8,217.1,72.4
2385.3,178.9,238.5,79.5
2073.7,155.5,207.4,69.1
1573.3,118.0,157.3,52.4
2006.0,150.5,200.6,66.9
1658.6,124.4,165.9,55.3
2695.7,202.2,269.6,89.9
2172.7,162.9,217.3,72.4
3474.8,260.6,347.5,115.8
1217.6,91.3,121.8,40.6
2832.6,212.4,283.3,94.4
1881.4,141.1,188.1,62.7
2704.5,202.8,270.4,90.1
2236.7,167.8,223.7,74.6
1693.1,127.0,169.3,56.4
2743.9,205.8,274.4,91.5
3516.5,263.7,351.6,117.2
2347.9,176.1,234.8,78.3
2908.9,218.2,290.9,97.0
2503.2,187.7,250.3,83.4
2853.6,214.0,285.4,95.1
2127.7,159.6,212.8,70.9
1325.3,99.4,132.5,44.2
2151.4,161.4,215.1,71.7
3537.8,265.3,353.8,117.9
1314.1,98.6,131.4,43.8
1225.9,91.9,122.6,40.9
2536.0,190.2,253.6,84.5
1862.6,139.7,186.3,62.1
2390.8,179.3,239.1,79.7
3884.6,291.3,388.5,129.5
2668.2,200.1,266.8,88.9
1749.7,131.2,175.0,58.3
2997.2,224.8,299.7,99.9
2691.5,201.9,269.2,89.7
1996.8,149.8,199.7,66.6
2153.7,161.5,215.4,71.8
1661.3,124.6,166.1,55.4
1530.2,114.8,153.0,51.0
3034.9,227.6,303.5,101.2
2945.9,220.9,294.6,98.2
2348.9,176.2,234.9,78.3
1371.6,102.9,137.2,45.7
1996.8,149.8,199.7,66.6
2737.2,205.3,273.7,91.2
2210.4,165.8,221.0,73.7
2644.8,198.4,264.5,88.2
2278.8,170.9,227.9,76.0
1251.4,93.9,125.1,41.7
2345.8,175.9,234.6,78.2
3779.7,283.5,378.0,126.0
2171.1,162.8,217.1,72.4
2186.3,164.0,218.6,72.9
2017.8,151.3,201.8,67.3
2561.1,192.1,256.1,85.4
2042.7,153.2,204.3,68.1
3007.9,225.6,300.8,100.3
1976.6,148.2,197.7,65.9
1997.5,149.8,199.8,66.6
2344.9,175.9,234.5,78.2
2707.6,203.1,270.8,90.3
3117.4,233.8,311.7,103.9
3154.6,236.6,315.5,105.2
2071.4,155.4,207.1,69.0
2885.7,216.4,288.6,96.2
2864.8,214.9,286.5,95.5
3035.4,227.7,303.5,101.2
3276.9,245.8,327.7,109.2
1980.2,148.5,198.0,66.0
1718.8,128.9,171.9,57.3
2392.1,179.4,239.2,79.7
3473.4,260.5,347.3,115.8
3083.4,231.3,308.3,102.8
3163.2,237.2,316.3,105.4
3673.4,275.5,367.3,122.4
2444.3,183.3,244.4,81.5
1987.5,149.1,198.8,66.2
1721.1,129.1,172.1,57.4
2594.2,194.6,259.4,86.5
2714.6,203.6,271.5,90.5
1200.0,90.0,120.0,40.0
2297.9,172.3,229.8,76.6
2693.3,202.0,269.3,89.8
3141.9,235.6,314.2,104.7
3234.6,242.6,323.5,107.8
2394.7,179.6,239.5,79.8
3005.8,225.4,300.6,100.2
3100.7,232.6,310.1,103.4
2447.4,183.6,244.7,81.6
1200.0,90.0,120.0,40.0
1622.2,121.7,162.2,54.1
3581.8,268.6,358.2,119.4
2476.7,185.8,247.7,82.6
1200.0,90.0,120.0,40.0
3422.8,256.7,342.3,114.1
2399.9,180.0,240.0,80.0
2378.8,178.4,237.9,79.3
1771.6,132.9,177.2,59.1
2818.9,211.4,281.9,94.0
3315.1,248.6,331.5,110.5
1817.9,136.3,181.8,60.6
2956.7,221.7,295.7,98.6
1376.1,103.2,137.6,45.9
2813.7,211.0,281.4,93.8
1796.4,134.7,179.6,59.9
1892.1,141.9,189.2,63.1
3121.4,234.1,312.1,104.0
2577.9,193.3,257.8,85.9
3816.1,286.2,381.6,127.2
1759.5,132.0,176.0,58.7
2905.1,217.9,290.5,96.8
2705.2,202.9,270.5,90.2
2056.9,154.3,205.7,68.6
1554.5,116.6,155.5,51.8
2082.0,156.2,208.2,69.4
3298.9,247.4,329.9,110.0
2466.1,185.0,246.6,82.2
2104.8,157.9,210.5,70.2
2477.4,185.8,247.7,82.6
1215.7,91.2,121.6,40.5
2632.7,197.5,263.3,87.8
3192.3,239.4,319.2,106.4
2758.0,206.9,275.8,91.9
2104.4,157.8,210.4,70.1
2352.3,176.4,235.2,78.4
2205.7,165.4,220.6,73.5
2827.7,212.1,282.8,94.3
2927.5,219.6,292.8,97.6
2675.5,200.7,267.6,89.2
2238.4,167.9,223.8,74.6
2805.8,210.4,280.6,93.5
2646.7,198.5,264.7,88.2
1509.1,113.2,150.9,50.3
1775.2,133.1,177.5,59.2
3839.9,288.0,384.0,128.0
3360.1,252.0,336.0,112.0
2372.4,177.9,237.2,79.1
1937.6,145.3,193.8,64.6
2358.8,176.9,235.9,78.6
2771.9,207.9,277.2,92.4
2549.0,191.2,254.9,85.0
3407.2,255.5,340.7,113.6
1824.4,136.8,182.4,60.8
3454.9,259.1,345.5,115.2
1940.7,145.5,194.1,64.7
2934.9,220.1,293.5,97.8
2103.5,157.8,210.3,70.1
2256.3,169.2,225.6,75.2
2971.8,222.9,297.2,99.1
2855.1,214.1,285.5,95.2
2728.1,204.6,272.8,90.9
3229.1,242.2,322.9,107.6
2906.6,218.0,290.7,96.9
1247.2,93.5,124.7,41.6
3769.2,282.7,376.9,125.6
2050.6,153.8,205.1,68.4
3373.0,253.0,337.3,112.4
1452.2,108.9,145.2,48.4
3452.8,259.0,345.3,115.1
2800.2,210.0,280.0,93.3
2955.7,221.7,295.6,98.5
2755.0,206.6,275.5,91.8
2561.2,192.1,256.1,85.4
1690.9,126.8,169.1,56.4
1738.7,130.4,173.9,58.0
2034.4,152.6,203.4,67.8
2953.6,221.5,295.4,98.5
3740.0,280.5,374.0,124.7
3235.2,242.6,323.5,107.8
3004.8,225.4,300.5,100.2
3425.9,256.9,342.6,114.2
3831.2,287.3,383.1,127.7
1591.6,119.4,159.2,53.1
2473.8,185.5,247.4,82.5
2006.7,150.5,200.7,66.9
3044.2,228.3,304.4,101.5
1575.9,118.2,157.6,52.5
2563.9,192.3,256.4,85.5
2291.8,171.9,229.2,76.4
3121.8,234.1,312.2,104.1
2231.3,167.4,223.1,74.4
1427.5,107.1,142.8,47.6
1200.0,90.0,120.0,40.0
1450.1,108.8,145.0,48.3
2504.4,187.8,250.4,83.5
3323.6,249.3,332.4,110.8
2322.1,174.2,232.2,77.4
2308.8,173.2,230.9,77.0
1647.1,123.5,164.7,54.9
2722.3,204.2,272.2,90.7
2917.1,218.8,291.7,97.2
1992.8,149.5,199.3,66.4
1802.5,135.2,180.2,60.1
2267.8,170.1,226.8,75.6
3128.9,234.7,312.9,104.3
1597.4,119.8,159.7,53.2
2185.3,163.9,218.5,72.8
2293.5,172.0,229.4,76.4
1200.0,90.0,120.0,40.0
2251.0,168.8,225.1,75.0
2076.9,155.8,207.7,69.2
2020.1,151.5,202.0,67.3
2641.5,198.1,264.1,88.0
2801.5,210.1,280.2,93.4
2179.5,163.5,218.0,72.7
1900.6,142.5,190.1,63.4
2593.1,194.5,259.3,86.4
1364.7,102.4,136.5,45.5
2551.9,191.4,255.2,85.1
2454.0,184.1,245.4,81.8
1617.9,121.3,161.8,53.9
2638.5,197.9,263.8,87.9
3346.6,251.0,334.7,111.6
1778.8,133.4,177.9,59.3
3191.9,239.4,319.2,106.4
2469.3,185.2,246.9,82.3
3018.4,226.4,301.8,100.6
1947.7,146.1,194.8,64.9
2688.6,201.6,268.9,89.6
1967.6,147.6,196.8,65.6
2323.3,174.2,232.3,77.4
3003.7,225.3,300.4,100.1
1368.5,102.6,136.8,45.6
2482.9,186.2,248.3,82.8
3080.5,231.0,308.1,102.7
1809.2,135.7,180.9,60.3
1664.4,124.8,166.4,55.5
3007.7,225.6,300.8,100.3
2635.9,197.7,263.6,87.9
2099.4,157.5,209.9,70.0
3724.7,279.4,372.5,124.2
1330.7,99.8,133.1,44.4
1377.6,103.3,137.8,45.9
2265.4,169.9,226.5,75.5
1816.5,136.2,181.7,60.5
1974.1,148.1,197.4,65.8
1753.0,131.5,175.3,58.4
2323.3,174.2,232.3,77.4
1537.9,115.3,153.8,51.3
1656.0,124.2,165.6,55.2
2498.7,187.4,249.9,83.3
1692.6,126.9,169.3,56.4
2776.3,208.2,277.6,92.5
2027.8,152.1,202.8,67.6
3151.0,236.3,315.1,105.0
3292.4,246.9,329.2,109.7
1586.4,119.0,158.6,52.9
3031.9,227.4,303.2,101.1
2953.0,221.5,295.3,98.4
2687.9,201.6,268.8,89.6
2973.9,223.0,297.4,99.1
3832.1,287.4,383.2,127.7
1836.2,137.7,183.6,61.2
2029.5,152.2,202.9,67.6
2527.3,189.5,252.7,84.2
3252.4,243.9,325.2,108.4
3012.7,226.0,301.3,100.4
2118.4,158.9,211.8,70.6
2490.5,186.8,249.0,83.0
2944.6,220.8,294.5,98.2
1944.9,145.9,194.5,64.8
2270.1,170.3,227.0,75.7
2470.4,185.3,247.0,82.3
2676.4,200.7,267.6,89.2
2690.6,201.8,269.1,89.7
3555.7,266.7,355.6,118.5
1742.6,130.7,174.3,58.1
1606.0,120.4,160.6,53.5
2506.8,188.0,250.7,83.6
2778.8,208.4,277.9,92.6
3148.6,236.1,314.9,105.0
2782.7,208.7,278.3,92.8
2296.2,172.2,229.6,76.5
2156.7,161.8,215.7,71.9
2471.3,185.4,247.1,82.4
1777.2,133.3,177.7,59.2
2484.8,186.4,248.5,82.8
3925.7,294.4,392.6,130.9
3342.0,250.6,334.2,111.4
3404.6,255.3,340.5,113.5
1412.2,105.9,141.2,47.1
2132.3,159.9,213.2,71.1
2987.8,224.1,298.8,99.6
2360.4,177.0,236.0,78.7
3138.2,235.4,313.8,104.6
2155.9,161.7,215.6,71.9
2218.1,166.4,221.8,73.9
2749.3,206.2,274.9,91.6
2249.9,168.7,225.0,75.0
3299.3,247.5,329.9,110.0
1989.5,149.2,199.0,66.3
2895.2,217.1,289.5,96.5
2196.4,164.7,219.6,73.2
2114.9,158.6,211.5,70.5
1425.5,106.9,142.6,47.5
2421.5,181.6,242.2,80.7
1845.8,138.4,184.6,61.5
2362.0,177.1,236.2,78.7
2661.4,199.6,266.1,88.7
2598.1,194.9,259.8,86.6
2948.9,221.2,294.9,98.3
2871.5,215.4,287.1,95.7
2791.8,209.4,279.2,93.1
2217.1,166.3,221.7,73.9
3641.6,273.1,364.2,121.4
2174.1,163.1,217.4,72.5
1975.2,148.1,197.5,65.8
1980.6,148.5,198.1,66.0
3575.8,268.2,357.6,119.2
2913.8,218.5,291.4,97.1
1789.5,134.2,179.0,59.7
1854.7,139.1,185.5,61.8
2989.9,224.2,299.0,99.7
3135.0,235.1,313.5,104.5
1480.7,111.1,148.1,49.4
2323.1,174.2,232.3,77.4
2468.5,185.1,246.9,82.3
2413.1,181.0,241.3,80.4
2514.5,188.6,251.4,83.8
3735.1,280.1,373.5,124.5
2995.8,224.7,299.6,99.9
2150.9,161.3,215.1,71.7
2322.1,174.2,232.2,77.4
1266.0,95.0,126.6,42.2
1200.0,90.0,120.0,40.0
2418.3,181.4,241.8,80.6
1685.1,126.4,168.5,56.2
2898.6,217.4,289.9,96.6
1864.8,139.9,186.5,62.2
3020.5,226.5,302.1,100.7
2528.7,189.7,252.9,84.3
3027.1,227.0,302.7,100.9
3042.6,228.2,304.3,101.4
2175.2,163.1,217.5,72.5
3316.1,248.7,331.6,110.5
3577.2,268.3,357.7,119.2
2076.4,155.7,207.6,69.2
4002.6,300.2,400.3,133.4
2126.3,159.5,212.6,70.9
1853.8,139.0,185.4,61.8
2064.9,154.9,206.5,68.8
1673.4,125.5,167.3,55.8
1994.4,149.6,199.4,66.5
1282.9,96.2,128.3,42.8
3082.3,231.2,308.2,102.7
2355.1,176.6,235.5,78.5
2921.3,219.1,292.1,97.4
3099.5,232.5,309.9,103.3
2306.5,173.0,230.7,76.9
1788.5,134.1,178.9,59.6
2526.9,189.5,252.7,84.2
2270.2,170.3,227.0,75.7
2793.5,209.5,279.4,93.1
3953.9,296.5,395.4,131.8
2313.7,173.5,231.4,77.1
3020.0,226.5,302.0,100.7
3600.3,270.0,360.0,120.0
2850.1,213.8,285.0,95.0
2635.3,197.6,263.5,87.8
1936.0,145.2,193.6,64.5
3088.8,231.7,308.9,103.0
2898.8,217.4,289.9,96.6
2725.3,204.4,272.5,90.8
3122.7,234.2,312.3,104.1
2833.7,212.5,283.4,94.5
1967.0,147.5,196.7,65.6
2387.8,179.1,238.8,79.6
1200.0,90.0,120.0,40.0
1972.1,147.9,197.2,65.7
1692.5,126.9,169.2,56.4
1960.0,147.0,196.0,65.3
2586.1,194.0,258.6,86.2
2632.7,197.5,263.3,87.8
2395.8,179.7,239.6,79.9
1262.8,94.7,126.3,42.1
3053.5,229.0,305.3,101.8
2852.1,213.9,285.2,95.1
1200.0,90.0,120.0,40.0
2590.9,194.3,259.1,86.4
1691.8,126.9,169.2,56.4
2293.9,172.0,229.4,76.5
2304.6,172.8,230.5,76.8
3169.9,237.7,317.0,105.7
2411.3,180.8,241.1,80.4
1971.7,147.9,197.2,65.7
2822.9,211.7,282.3,94.1
1200.0,90.0,120.0,40.0
2267.8,170.1,226.8,75.6
3417.9,256.3,341.8,113.9
2486.0,186.5,248.6,82.9
3001.3,225.1,300.1,100.0
1643.3,123.3,164.3,54.8
2413.9,181.0,241.4,80.5
1517.6,113.8,151.8,50.6
1255.7,94.2,125.6,41.9
2440.9,183.1,244.1,81.4
2297.5,172.3,229.7,76.6
1832.0,137.4,183.2,61.1
2327.4,174.6,232.7,77.6
2828.7,212.2,282.9,94.3
2116.1,158.7,211.6,70.5
2839.6,213.0,284.0,94.7
2372.4,177.9,237.2,79.1
3165.6,237.4,316.6,105.5
2927.1,219.5,292.7,97.6
2237.7,167.8,223.8,74.6
1580.2,118.5,158.0,52.7
2061.2,154.6,206.1,68.7
3164.1,237.3,316.4,105.5
2185.8,163.9,218.6,72.9
3028.3,227.1,302.8,100.9
2367.8,177.6,236.8,78.9
3053.6,229.0,305.4,101.8
2403.0,180.2,240.3,80.1
1759.8,132.0,176.0,58.7
2429.8,182.2,243.0,81.0
3008.3,225.6,300.8,100.3
1557.7,116.8,155.8,51.9
2348.8,176.2,234.9,78.3
1471.8,110.4,147.2,49.1
2178.6,163.4,217.9,72.6
3450.1,258.8,345.0,115.0
1701.0,127.6,170.1,56.7
1947.2,146.0,194.7,64.9
2216.0,166.2,221.6,73.9
2215.4,166.2,221.5,73.8
2236.3,167.7,223.6,74.5
2754.9,206.6,275.5,91.8
1885.6,141.4,188.6,62.9
2382.9,178.7,238.3,79.4
1783.5,133.8,178.3,59.4
1661.0,124.6,166.1,55.4
2754.0,206.5,275.4,91.8
2592.7,194.5,259.3,86.4
2192.5,164.4,219.3,73.1
2262.0,169.7,226.2,75.4
1200.0,90.0,120.0,40.0
2841.4,213.1,284.1,94.7
1803.7,135.3,180.4,60.1
1523.8,114.3,152.4,50.8
2863.2,214.7,286.3,95.4
2266.0,169.9,226.6,75.5
2965.9,222.4,296.6,98.9
2804.9,210.4,280.5,93.5
2773.9,208.0,277.4,92.5
2489.8,186.7,249.0,83.0
1200.0,90.0,120.0,40.0
1587.8,119.1,158.8,52.9
1258.0,94.3,125.8,41.9
2013.2,151.0,201.3,67.1
2860.6,214.5,286.1,95.4
2279.1,170.9,227.9,76.0
1364.7,102.4,136.5,45.5
1200.0,90.0,120.0,40.0
1322.2,99.2,132.2,44.1
1991.7,149.4,199.2,66.4
1375.3,103.1,137.5,45.8
2493.7,187.0,249.4,83.1
1966.2,147.5,196.6,65.5
1752.5,131.4,175.3,58.4
2521.9,189.1,252.2,84.1
2741.9,205.6,274.2,91.4
2007.9,150.6,200.8,66.9
2206.7,165.5,220.7,73.6
3292.8,247.0,329.3,109.8
1529.8,114.7,153.0,51.0
2476.3,185.7,247.6,82.5
2012.8,151.0,201.3,67.1
3317.0,248.8,331.7,110.6
1352.5,101.4,135.2,45.1
1721.2,129.1,172.1,57.4
2654.0,199.0,265.4,88.5
3418.8,256.4,341.9,114.0
1735.0,130.1,173.5,57.8
1493.9,112.0,149.4,49.8
2408.7,180.7,240.9,80.3
3143.7,235.8,314.4,104.8
3434.5,257.6,343.4,114.5
4044.4,303.3,404.4,134.8
2812.3,210.9,281.2,93.7
1359.0,101.9,135.9,45.3
3361.1,252.1,336.1,112.0
3330.1,249.8,333.0,111.0
1766.7,132.5,176.7,58.9
2379.9,178.5,238.0,79.3
2424.8,181.9,242.5,80.8
2701.9,202.6,270.2,90.1
3064.2,229.8,306.4,102.1
3329.5,249.7,332.9,111.0
2207.2,165.5,220.7,73.6
2126.7,159.5,212.7,70.9
2020.5,151.5,202.1,67.4
3887.9,291.6,388.8,129.6
2856.4,214.2,285.6,95.2
1929.0,144.7,192.9,64.3
1749.6,131.2,175.0,58.3
2155.0,161.6,215.5,71.8
1200.0,90.0,120.0,40.0
2628.1,197.1,262.8,87.6
2135.3,160.2,213.5,71.2
2401.1,180.1,240.1,80.0
3321.6,249.1,332.2,110.7
1955.7,146.7,195.6,65.2
3055.8,229.2,305.6,101.9
1790.2,134.3,179.0,59.7
2367.3,177.6,236.7,78.9
2262.3,169.7,226.2,75.4
2546.6,191.0,254.7,84.9
2527.9,189.6,252.8,84.3
2970.2,222.8,297.0,99.0
2740.4,205.5,274.0,91.3
1285.1,96.4,128.5,42.8
2186.2,164.0,218.6,72.9
3213.4,241.0,321.3,107.1
2228.4,167.1,222.8,74.3
2727.0,204.5,272.7,90.9
2142.9,160.7,214.3,71.4
2742.1,205.7,274.2,91.4
3333.4,250.0,333.3,111.1
1975.0,148.1,197.5,65.8
3204.6,240.3,320.5,106.8
2508.4,188.1,250.8,83.6
1200.0,90.0,120.0,40.0
2015.7,151.2,201.6,67.2
3233.9,242.5,323.4,107.8
1634.0,122.6,163.4,54.5
1979.8,148.5,198.0,66.0
2752.3,206.4,275.2,91.7
1994.8,149.6,199.5,66.5
3103.7,232.8,310.4,103.5
2428.8,182.2,242.9,81.0
3248.4,243.6,324.8,108.3
1363.6,102.3,136.4,45.5
2275.7,170.7,227.6,75.9
2228.3,167.1,222.8,74.3
2329.3,174.7,232.9,77.6
2506.0,187.9,250.6,83.5
3052.9,229.0,305.3,101.8
2966.8,222.5,296.7,98.9
2843.6,213.3,284.4,94.8
2655.5,199.2,265.6,88.5
2851.9,213.9,285.2,95.1
1461.1,109.6,146.1,48.7
1914.0,143.5,191.4,63.8
2726.4,204.5,272.6,90.9
2252.0,168.9,225.2,75.1
2143.5,160.8,214.3,71.4
2375.9,178.2,237.6,79.2
3725.2,279.4,372.5,124.2
1200.0,90.0,120.0,40.0
2849.1,213.7,284.9,95.0
1923.0,144.2,192.3,64.1
3014.5,226.1,301.4,100.5
1200.0,90.0,120.0,40.0
2646.8,198.5,264.7,88.2
2272.0,170.4,227.2,75.7
2547.8,191.1,254.8,84.9
1460.5,109.5,146.1,48.7
2891.3,216.8,289.1,96.4
2469.8,185.2,247.0,82.3
1893.4,142.0,189.3,63.1
2760.7,207.1,276.1,92.0
1793.8,134.5,179.4,59.8
2523.5,189.3,252.4,84.1
2459.6,184.5,246.0,82.0
4347.5,326.1,434.7,144.9
2301.8,172.6,230.2,76.7
2310.8,173.3,231.1,77.0
2223.3,166.7,222.3,74.1
2775.3,208.1,277.5,92.5
2576.0,193.2,257.6,85.9
1351.1,101.3,135.1,45.0
3714.5,278.6,371.5,123.8
2523.5,189.3,252.4,84.1
3147.5,236.1,314.7,104.9
3654.6,274.1,365.5,121.8
3199.5,240.0,319.9,106.6
2984.2,223.8,298.4,99.5
2452.4,183.9,245.2,81.7
1998.9,149.9,199.9,66.6
2574.8,193.1,257.5,85.8
2912.8,218.5,291.3,97.1
2177.8,163.3,217.8,72.6
3219.5,241.5,321.9,107.3
1643.5,123.3,164.3,54.8
1861.4,139.6,186.1,62.0
2075.2,155.6,207.5,69.2
2395.2,179.6,239.5,79.8
2809.6,210.7,281.0,93.7
2120.6,159.0,212.1,70.7
1570.6,117.8,157.1,52.4
1784.2,133.8,178.4,59.5
2265.4,169.9,226.5,75.5
2351.3,176.3,235.1,78.4
2949.9,221.2,295.0,98.3
2284.8,171.4,228.5,76.2
2526.3,189.5,252.6,84.2
2172.5,162.9,217.2,72.4
2271.7,170.4,227.2,75.7
2189.8,164.2,219.0,73.0
2389.7,179.2,239.0,79.7
2378.8,178.4,237.9,79.3
3438.8,257.9,343.9,114.6
2680.4,201.0,268.0,89.3
2288.3,171.6,228.8,76.3
3003.2,225.2,300.3,100.1
1362.2,102.2,136.2,45.4
1909.0,143.2,190.9,63.6
2054.1,154.1,205.4,68.5
1563.6,117.3,156.4,52.1
1730.1,129.8,173.0,57.7
1611.1,120.8,161.1,53.7
3092.0,231.9,309.2,103.1
3192.9,239.5,319.3,106.4
2188.9,164.2,218.9,73.0
2114.6,158.6,211.5,70.5
2969.0,222.7,296.9,99.0
2712.7,203.5,271.3,90.4
1225.1,91.9,122.5,40.8
1524.4,114.3,152.4,50.8
1656.5,124.2,165.6,55.2
2166.9,162.5,216.7,72.2
3265.4,244.9,326.5,108.8
2065.4,154.9,206.5,68.8
2712.7,203.5,271.3,90.4
2232.8,167.5,223.3,74.4
3023.9,226.8,302.4,100.8
2575.0,193.1,257.5,85.8
3266.2,245.0,326.6,108.9
3038.9,227.9,303.9,101.3
2332.4,174.9,233.2,77.7
3188.1,239.1,318.8,106.3
1215.5,91.2,121.5,40.5
1869.8,140.2,187.0,62.3
1914.6,143.6,191.5,63.8
2350.8,176.3,235.1,78.4
2236.3,167.7,223.6,74.5
4342.3,325.7,434.2,144.7
1597.5,119.8,159.8,53.3
3026.5,227.0,302.6,100.9
2002.0,150.2,200.2,66.7
1329.1,99.7,132.9,44.3
2116.8,158.8,211.7,70.6
2737.4,205.3,273.7,91.2
2491.3,186.9,249.1,83.0
3724.5,279.3,372.4,124.1
2176.6,163.2,217.7,72.6
2375.9,178.2,237.6,79.2
2274.8,170.6,227.5,75.8
2460.6,184.5,246.1,82.0
2308.8,173.2,230.9,77.0
2287.2,171.5,228.7,76.2
2719.8,204.0,272.0,90.7
3604.2,270.3,360.4,120.1
1537.1,115.3,153.7,51.2
1719.9,129.0,172.0,57.3
1200.0,90.0,120.0,40.0
2004.8,150.4,200.5,66.8
1285.0,96.4,128.5,42.8
2075.1,155.6,207.5,69.2
2122.2,159.2,212.2,70.7
2001.0,150.1,200.1,66.7
1872.3,140.4,187.2,62.4
2704.4,202.8,270.4,90.1
2672.3,200.4,267.2,89.1
2406.8,180.5,240.7,80.2
2323.8,174.3,232.4,77.5
2426.3,182.0,242.6,80.9
3597.9,269.8,359.8,119.9
2380.1,178.5,238.0,79.3
2491.5,186.9,249.2,83.1
2575.6,193.2,257.6,85.9
1968.4,147.6,196.8,65.6
3022.9,226.7,302.3,100.8
1736.7,130.2,173.7,57.9
2188.4,164.1,218.8,72.9
2044.5,153.3,204.4,68.1
1796.2,134.7,179.6,59.9
2732.7,205.0,273.3,91.1
2966.8,222.5,296.7,98.9
2549.0,191.2,254.9,85.0
1463.7,109.8,146.4,48.8
2961.0,222.1,296.1,98.7
2477.8,185.8,247.8,82.6
2688.4,201.6,268.8,89.6
2821.1,211.6,282.1,94.0
1650.0,123.8,165.0,55.0
1938.9,145.4,193.9,64.6
1678.0,125.9,167.8,55.9
1259.3,94.5,125.9,42.0
2377.6,178.3,237.8,79.3
2877.4,215.8,287.7,95.9
3815.0,286.1,381.5,127.2
2475.1,185.6,247.5,82.5
2566.8,192.5,256.7,85.6
1890.3,141.8,189.0,63.0
1655.8,124.2,165.6,55.2
2854.9,214.1,285.5,95.2
1576.9,118.3,157.7,52.6
3505.2,262.9,350.5,116.8
3269.5,245.2,327.0,109.0
2277.0,170.8,227.7,75.9
2395.1,179.6,239.5,79.8
1200.0,90.0,120.0,40.0
2277.1,170.8,227.7,75.9
2198.6,164.9,219.9,73.3
2339.8,175.5,234.0,78.0
2760.2,207.0,276.0,92.0
2589.6,194.2,259.0,86.3
2070.7,155.3,207.1,69.0
2190.3,164.3,219.0,73.0
2100.6,157.5,210.1,70.0
2717.8,203.8,271.8,90.6
2853.0,214.0,285.3,95.1
3484.1,261.3,348.4,116.1
3091.8,231.9,309.2,103.1
2132.8,160.0,213.3,71.1
1507.0,113.0,150.7,50.2
2389.4,179.2,238.9,79.6
2325.7,174.4,232.6,77.5
2990.1,224.3,299.0,99.7
2210.9,165.8,221.1,73.7
3564.9,267.4,356.5,118.8
3043.1,228.2,304.3,101.4
2492.4,186.9,249.2,83.1
2330.3,174.8,233.0,77.7
3003.2,225.2,300.3,100.1
2634.3,197.6,263.4,87.8
1817.0,136.3,181.7,60.6
3479.3,260.9,347.9,116.0
1990.8,149.3,199.1,66.4
2981.8,223.6,298.2,99.4
2545.7,190.9,254.6,84.9
1236.7,92.8,123.7,41.2
2457.6,184.3,245.8,81.9
2044.5,153.3,204.5,68.2
3600.7,270.1,360.1,120.0
1419.3,106.4,141.9,47.3
1916.2,143.7,191.6,63.9
1744.1,130.8,174.4,58.1
2140.0,160.5,214.0,71.3
3250.5,243.8,325.0,108.3
2553.1,191.5,255.3,85.1
2597.4,194.8,259.7,86.6
1760.5,132.0,176.1,58.7
2432.8,182.5,243.3,81.1
2586.7,194.0,258.7,86.2
1804.8,135.4,180.5,60.2
1302.7,97.7,130.3,43.4
3239.4,243.0,323.9,108.0
1511.7,113.4,151.2,50.4
2930.3,219.8,293.0,97.7
2545.1,190.9,254.5,84.8
2165.8,162.4,216.6,72.2
1636.8,122.8,163.7,54.6
1200.0,90.0,120.0,40.0
2074.7,155.6,207.5,69.2
3094.4,232.1,309.4,103.1
1956.3,146.7,195.6,65.2
2779.3,208.4,277.9,92.6
